,country_name,country_id,year,v2cldiscm,v2cldiscw,v2clacfree,v2clrelig,v2clfmove,v2cldmovem,v2cldmovew,score,pan_dem
108,Sudan,33,2018,-1.393,-1.281,-1.482,-1.601,-1.367,-1.084,-1.315,-9.523,-0.34010714285714283
109,Sudan,33,2019,-0.33,-0.08,-0.716,-0.802,-0.282,-0.352,-0.741,-3.303,-0.11796428571428572
110,Sudan,33,2020,-0.229,0.164,-0.6,-0.802,-0.471,-0.514,-0.937,-3.3890000000000002,-0.12103571428571429
111,Sudan,33,2021,-0.453,-0.866,-1.332,-0.802,-1.296,-1.041,-0.937,-6.726999999999999,-0.24025
112,Vietnam,34,2018,-0.258,-0.62,-0.864,-0.727,0.212,1.153,0.977,-0.12699999999999967,-0.004535714285714274
113,Vietnam,34,2019,-0.258,-0.62,-0.864,-0.852,0.092,1.153,0.977,-0.3719999999999998,-0.013285714285714277
114,Vietnam,34,2020,-0.253,-0.407,-0.864,-0.852,0.082,0.992,0.853,-0.44900000000000007,-0.01603571428571429
115,Vietnam,34,2021,-0.407,-0.543,-1.026,-1.397,0.082,0.703,0.617,-1.9710000000000005,-0.07039285714285716
116,Afghanistan,36,2018,0.394,0.889,0.609,-0.734,1.107,-0.239,-0.72,1.3059999999999998,0.04664285714285714
117,Afghanistan,36,2019,0.488,0.577,0.609,-0.734,0.922,-0.239,-1.198,0.42500000000000027,0.015178571428571439
118,Afghanistan,36,2020,0.488,0.688,0.609,-0.734,0.922,-0.239,-1.198,0.536,0.019142857142857145
119,Afghanistan,36,2021,-1.128,-1.198,-0.841,-1.842,0.256,0.002,-2.779,-7.53,-0.26892857142857146
120,Argentina,37,2018,2.925,2.406,2.357,2.406,2.074,2.687,1.655,16.509999999999998,0.589642857142857
121,Argentina,37,2019,2.442,2.325,2.357,2.406,1.107,2.687,1.655,14.979,0.5349642857142857
122,Argentina,37,2020,2.442,2.325,2.375,2.406,1.333,1.463,0.928,13.272000000000002,0.4740000000000001
123,Argentina,37,2021,2.442,2.325,2.375,2.406,1.333,1.099,0.611,12.591000000000001,0.4496785714285715
124,Ethiopia,38,2018,0.246,-0.135,0.652,0.739,-0.401,0.496,0.216,1.813,0.06475
125,Ethiopia,38,2019,0.467,-0.178,0.356,0.463,-0.029,0.496,0.216,1.7910000000000001,0.06396428571428572
126,Ethiopia,38,2020,0.29,-0.178,0.17,0.463,-0.012,0.036,0.148,0.9170000000000001,0.03275000000000001
127,Ethiopia,38,2021,0.29,0.501,0.17,0.463,-0.517,-0.051,-0.004,0.8519999999999999,0.030428571428571423
128,India,39,2018,0.864,0.76,0.292,-0.026,1.403,1.688,0.914,5.895,0.21053571428571427
129,India,39,2019,0.848,0.548,0.023,-0.241,1.208,0.554,0.707,3.6470000000000002,0.13025
130,India,39,2020,0.848,0.548,-0.069,-0.271,1.208,0.554,0.649,3.4670000000000005,0.1238214285714286
131,India,39,2021,1.383,0.964,0.049,-0.175,1.226,1.176,0.866,5.489,0.19603571428571429
132,Kenya,40,2018,1.337,1.097,1.064,1.511,0.522,0.653,0.897,7.081000000000001,0.2528928571428572
133,Kenya,40,2019,1.337,1.0,1.064,1.511,0.522,0.653,0.897,6.984,0.24942857142857142
134,Kenya,40,2020,1.665,1.082,2.051,1.997,0.39,0.968,0.957,9.11,0.32535714285714284
135,Kenya,40,2021,1.804,1.177,1.361,1.997,0.39,0.968,1.274,8.971,0.32039285714285715
136,North Korea,41,2018,-3.242,-2.77,-3.202,-2.283,-3.585,-4.249,-3.478,-22.809,-0.8146071428571429
137,North Korea,41,2019,-3.242,-2.77,-3.202,-2.283,-3.585,-4.249,-3.478,-22.809,-0.8146071428571429
138,North Korea,41,2020,-3.242,-2.77,-3.202,-3.232,-3.585,-4.249,-3.478,-23.758000000000003,-0.8485000000000001
139,North Korea,41,2021,-3.242,-2.77,-3.202,-3.232,-3.585,-4.249,-3.478,-23.758000000000003,-0.8485000000000001
140,South Korea,42,2018,2.79,2.439,1.421,2.635,1.372,1.954,2.555,15.166,0.5416428571428572
141,South Korea,42,2019,1.99,1.794,1.421,2.635,1.372,1.954,2.555,13.721,0.4900357142857143
142,South Korea,42,2020,1.99,1.794,1.421,2.635,1.079,1.954,2.555,13.428,0.4795714285714286
143,South Korea,42,2021,2.595,2.637,1.421,2.635,1.079,1.954,2.555,14.876000000000001,0.5312857142857144
144,Kosovo,43,2018,2.431,1.551,1.545,1.342,1.138,0.291,0.773,9.071,0.3239642857142857
145,Kosovo,43,2019,1.567,1.551,1.545,1.342,1.138,0.291,0.773,8.207,0.2931071428571429
146,Kosovo,43,2020,1.567,1.551,1.72,2.077,0.998,0.291,0.773,8.977,0.32060714285714287
147,Kosovo,43,2021,1.567,1.551,1.72,2.077,1.06,0.291,0.773,9.039,0.32282142857142854
148,Lebanon,44,2018,0.961,0.648,0.494,1.044,1.833,0.749,-0.004,5.725,0.2044642857142857
149,Lebanon,44,2019,1.082,0.655,0.515,1.044,1.403,1.216,-0.004,5.9110000000000005,0.21110714285714288
150,Lebanon,44,2020,1.673,0.825,0.462,1.214,1.534,0.704,-0.004,6.408,0.22885714285714287
151,Lebanon,44,2021,1.007,0.846,0.437,1.191,1.534,0.39,-0.364,5.0409999999999995,0.18003571428571427
152,Nigeria,45,2018,1.718,1.202,2.647,1.166,1.447,1.43,1.253,10.863,0.3879642857142857
153,Nigeria,45,2019,1.645,1.202,2.518,1.166,1.327,1.43,1.253,10.541,0.37646428571428575
154,Nigeria,45,2020,2.05,1.591,2.316,1.166,1.327,1.637,1.111,11.198,0.39992857142857147
155,Nigeria,45,2021,1.143,1.355,1.66,0.779,1.241,1.067,1.703,8.948,0.31957142857142856
156,Philippines,46,2018,0.85,0.325,0.422,0.735,0.263,1.395,1.427,5.417,0.1934642857142857
157,Philippines,46,2019,0.203,-0.225,0.689,0.735,0.263,1.395,1.427,4.487,0.16025
158,Philippines,46,2020,0.203,-0.225,-0.066,0.735,0.263,1.395,1.427,3.732,0.13328571428571429
159,Philippines,46,2021,0.203,-0.225,-0.066,0.735,0.263,0.958,1.024,2.892,0.10328571428571429
160,Tanzania,47,2018,0.754,0.753,0.568,0.533,0.472,1.047,1.365,5.492,0.19614285714285715
161,Tanzania,47,2019,0.511,0.452,0.564,0.533,0.142,1.047,1.365,4.614,0.16478571428571429
162,Tanzania,47,2020,0.511,0.452,0.564,0.533,0.142,0.649,0.906,3.757,0.13417857142857142
163,Tanzania,47,2021,0.649,0.604,0.827,0.788,0.459,0.966,1.477,5.7700000000000005,0.2060714285714286
164,Taiwan,48,2018,2.348,2.55,2.388,2.595,2.119,2.256,2.274,16.53,0.5903571428571429
165,Taiwan,48,2019,2.348,2.55,2.886,2.595,1.762,2.256,2.274,16.671,0.5953928571428572
166,Taiwan,48,2020,2.348,2.55,2.383,2.595,0.91,2.256,2.274,15.315999999999999,0.5469999999999999
167,Taiwan,48,2021,2.348,2.55,2.383,2.595,0.91,2.256,2.274,15.315999999999999,0.5469999999999999
168,Thailand,49,2018,-0.647,-0.603,-1.324,1.213,0.739,0.698,0.883,0.9590000000000002,0.03425000000000001
169,Thailand,49,2019,-0.647,-0.603,-0.834,1.213,1.117,0.698,0.883,1.827,0.06525
170,Thailand,49,2020,-1.356,-1.38,-0.834,1.213,-0.179,-0.165,0.023,-2.6779999999999995,-0.09564285714285713
171,Thailand,49,2021,-1.356,-1.38,-0.834,1.532,-0.179,-0.165,0.023,-2.3589999999999995,-0.08424999999999998
172,Uganda,50,2018,0.133,0.019,0.504,1.093,0.398,0.682,0.877,3.7060000000000004,0.13235714285714287
173,Uganda,50,2019,-0.115,-0.187,0.504,0.756,0.398,0.682,0.339,2.377,0.08489285714285713
174,Uganda,50,2020,0.114,0.016,0.34,0.719,0.398,0.02,0.339,1.9460000000000002,0.0695
175,Uganda,50,2021,0.028,0.074,-0.196,0.29,0.422,-0.151,-0.375,0.09199999999999986,0.0032857142857142807
176,Venezuela,51,2018,-0.687,-0.874,-0.513,0.477,-1.175,0.472,0.695,-1.6050000000000004,-0.057321428571428586
177,Venezuela,51,2019,-1.175,-1.21,-0.833,0.477,-1.248,0.472,0.756,-2.761,-0.09860714285714287
178,Venezuela,51,2020,-1.038,-0.796,-0.744,0.519,-1.167,0.472,0.756,-1.998,-0.07135714285714286
179,Venezuela,51,2021,-1.038,-0.966,-0.83,0.519,-0.66,1.325,1.769,0.11899999999999977,0.004249999999999992
180,Benin,52,2018,1.802,2.397,1.901,2.455,1.709,2.187,2.327,14.777999999999999,0.5277857142857142
181,Benin,52,2019,0.658,0.865,1.397,2.455,1.709,2.187,2.327,11.597999999999999,0.4142142857142857
182,Benin,52,2020,0.51,0.947,1.397,2.455,1.709,2.187,2.327,11.532,0.41185714285714287
183,Benin,52,2021,0.51,0.947,1.397,2.455,1.709,2.187,2.327,11.532,0.41185714285714287
184,Bhutan,53,2018,0.611,0.59,0.106,-0.512,-0.034,1.042,1.066,2.869,0.10246428571428572
185,Bhutan,53,2019,0.611,0.59,0.259,-0.512,-0.034,1.042,1.066,3.0220000000000002,0.10792857142857144
186,Bhutan,53,2020,0.754,0.59,0.379,-0.512,-0.034,1.042,1.066,3.285,0.11732142857142858
187,Bhutan,53,2021,1.185,0.817,0.262,-0.783,-0.034,0.561,0.755,2.763,0.09867857142857142
188,Burkina Faso,54,2018,1.595,2.197,2.033,1.191,0.867,0.929,0.611,9.423,0.33653571428571427
189,Burkina Faso,54,2019,0.89,0.876,2.033,1.146,0.575,0.636,0.792,6.948,0.24814285714285716
190,Burkina Faso,54,2020,0.695,1.017,2.033,1.146,0.575,0.636,0.792,6.894,0.24621428571428572
191,Burkina Faso,54,2021,0.695,0.887,2.033,1.146,0.575,1.335,0.792,7.462999999999999,0.26653571428571426
192,Cambodia,55,2018,-0.601,-0.504,-0.954,0.419,-0.417,0.832,0.751,-0.4740000000000001,-0.01692857142857143
193,Cambodia,55,2019,-0.616,-0.553,-0.954,0.26,-0.281,0.832,0.751,-0.5610000000000003,-0.020035714285714296
194,Cambodia,55,2020,-0.536,-0.605,-0.954,0.26,-0.405,0.259,0.113,-1.8679999999999999,-0.06671428571428571
195,Cambodia,55,2021,-0.9,-0.931,-0.954,0.922,-0.376,0.259,0.113,-1.867,-0.06667857142857143
196,Indonesia,56,2018,1.381,1.145,1.231,0.067,1.004,1.184,0.865,6.877,0.24560714285714286
197,Indonesia,56,2019,1.381,0.87,1.231,0.067,1.004,1.184,0.865,6.602000000000001,0.23578571428571432
198,Indonesia,56,2020,0.537,0.351,1.231,-0.069,1.4,1.184,0.865,5.4990000000000006,0.19639285714285717
199,Indonesia,56,2021,0.537,0.351,1.231,-0.069,0.863,1.184,0.865,4.962000000000001,0.17721428571428574
200,Mozambique,57,2018,0.327,0.079,0.189,1.753,1.132,0.769,0.559,4.808,0.1717142857142857
201,Mozambique,57,2019,0.327,0.273,0.003,1.753,1.132,1.006,0.559,5.053,0.18046428571428572
202,Mozambique,57,2020,0.581,0.493,0.338,1.367,1.132,1.006,0.559,5.476,0.19557142857142856
203,Mozambique,57,2021,0.581,0.28,0.01,1.367,1.132,0.752,0.298,4.42,0.15785714285714286
204,Nepal,58,2018,1.523,1.303,1.471,0.927,1.111,1.73,0.183,8.248,0.29457142857142854
205,Nepal,58,2019,1.38,1.086,1.06,0.718,0.84,1.73,-0.016,6.798,0.2427857142857143
206,Nepal,58,2020,1.509,1.215,1.284,0.718,0.984,2.077,0.149,7.936,0.2834285714285714
207,Nepal,58,2021,1.298,1.339,0.951,0.469,0.984,1.511,0.149,6.7010000000000005,0.2393214285714286
208,Nicaragua,59,2018,-1.8,-1.311,-2.337,0.753,-0.538,-0.911,0.252,-5.892,-0.21042857142857144
209,Nicaragua,59,2019,-2.0,-1.01,-2.337,0.597,-1.17,-0.542,0.456,-6.005999999999999,-0.21449999999999997
210,Nicaragua,59,2020,-2.044,-1.273,-2.088,0.597,-0.884,-0.623,0.359,-5.956,-0.21271428571428572
211,Nicaragua,59,2021,-2.37,-1.678,-2.088,0.514,-1.502,-0.763,0.22,-7.667,-0.27382142857142855
212,Niger,60,2018,2.038,1.413,2.003,1.116,0.118,1.504,1.386,9.578,0.3420714285714285
213,Niger,60,2019,1.673,1.587,1.803,0.958,1.755,1.504,1.325,10.604999999999999,0.37875
214,Niger,60,2020,1.142,1.615,1.803,0.958,1.03,1.504,1.144,9.196,0.3284285714285714
215,Niger,60,2021,1.305,1.615,1.803,0.958,1.104,1.356,1.154,9.295,0.3319642857142857
216,Zambia,61,2018,0.707,0.559,0.554,2.136,1.263,0.876,1.016,7.111000000000001,0.25396428571428575
217,Zambia,61,2019,1.358,1.355,1.306,1.507,1.732,1.549,1.308,10.115,0.36125
218,Zambia,61,2020,0.495,0.499,0.465,0.711,1.732,1.549,1.659,7.11,0.25392857142857145
219,Zambia,61,2021,1.202,0.499,1.304,1.503,1.732,0.872,1.321,8.433,0.3011785714285714
220,Zimbabwe,62,2018,-0.676,-0.865,-0.486,1.687,1.072,0.858,1.025,2.6149999999999998,0.09339285714285714
221,Zimbabwe,62,2019,-0.814,-0.865,-0.655,1.687,1.072,0.858,1.025,2.3080000000000003,0.08242857142857143
222,Zimbabwe,62,2020,-0.923,-0.962,-1.094,1.687,0.981,0.633,1.025,1.347,0.048107142857142855
223,Zimbabwe,62,2021,-0.758,-0.796,-0.854,1.326,0.656,0.23,0.602,0.40600000000000014,0.014500000000000004
224,Guinea,63,2018,-0.658,-0.164,-0.447,1.946,1.196,1.768,0.154,3.795,0.1355357142857143
225,Guinea,63,2019,-0.838,-0.337,-0.848,1.146,0.88,0.956,-0.127,0.8319999999999997,0.029714285714285704
226,Guinea,63,2020,-1.283,-0.646,-0.848,1.146,-0.324,0.368,-0.127,-1.7139999999999997,-0.06121428571428571
227,Guinea,63,2021,-1.283,-0.646,-0.848,1.146,-0.324,0.368,-1.298,-2.885,-0.10303571428571427
228,Ivory Coast,64,2018,1.307,1.548,1.129,1.681,1.106,0.615,0.921,8.307,0.29667857142857146
229,Ivory Coast,64,2019,1.171,1.246,1.129,1.681,1.106,0.615,0.921,7.869000000000001,0.28103571428571433
230,Ivory Coast,64,2020,0.449,0.424,1.443,1.681,0.86,0.615,1.084,6.556000000000001,0.23414285714285718
231,Ivory Coast,64,2021,0.651,0.424,1.443,1.681,0.86,0.615,1.084,6.758000000000001,0.24135714285714288
232,Mauritania,65,2018,1.083,0.715,0.31,-2.038,0.178,0.824,0.402,1.4740000000000002,0.05264285714285715
233,Mauritania,65,2019,1.302,1.028,1.054,-1.107,0.641,0.995,0.562,4.4750000000000005,0.1598214285714286
234,Mauritania,65,2020,1.302,1.028,0.284,-1.107,0.939,0.995,0.713,4.154,0.14835714285714285
235,Mauritania,65,2021,0.985,0.567,0.284,-2.406,0.502,0.995,0.713,1.64,0.058571428571428566
236,Canada,66,2018,2.17,2.342,2.294,2.058,2.393,1.316,1.543,14.116000000000001,0.5041428571428572
237,Canada,66,2019,2.534,2.609,2.714,2.058,2.393,1.122,1.539,14.969,0.5346071428571428
238,Canada,66,2020,2.534,2.139,2.714,2.058,2.393,1.719,1.539,15.096,0.5391428571428571
239,Canada,66,2021,2.534,2.449,2.714,2.058,2.393,1.719,1.811,15.677999999999999,0.5599285714285714
240,Australia,67,2018,2.42,2.823,1.459,2.276,2.003,1.498,1.815,14.293999999999999,0.5105
241,Australia,67,2019,2.42,2.823,1.37,2.276,2.103,1.498,1.815,14.304999999999998,0.510892857142857
242,Australia,67,2020,2.42,2.823,2.248,2.276,1.801,1.432,1.6,14.6,0.5214285714285715
243,Australia,67,2021,2.42,2.823,2.248,2.276,1.02,1.432,1.6,13.818999999999999,0.49353571428571424
244,Botswana,68,2018,1.999,1.57,1.31,1.972,2.499,1.436,1.659,12.445,0.4444642857142857
245,Botswana,68,2019,1.513,1.57,1.31,1.356,2.499,1.436,1.659,11.343000000000002,0.40510714285714294
246,Botswana,68,2020,2.047,1.314,1.31,1.356,2.082,1.436,1.659,11.204,0.4001428571428572
247,Botswana,68,2021,2.047,1.314,1.934,1.784,2.082,1.436,1.659,12.256,0.4377142857142857
248,Burundi,69,2018,-2.58,-1.776,-1.455,1.483,-1.126,-1.242,-0.289,-6.9849999999999985,-0.24946428571428567
249,Burundi,69,2019,-1.814,-1.463,-1.503,1.483,-1.479,-0.542,-0.11,-5.428,-0.19385714285714287
250,Burundi,69,2020,-1.296,-0.634,-1.503,1.483,-1.016,-0.935,-0.11,-4.011,-0.14325000000000002
251,Burundi,69,2021,-1.694,-1.516,-1.409,1.013,-1.579,-0.313,-0.11,-5.608,-0.20028571428571426
252,Cape Verde,70,2018,2.523,1.59,1.399,2.408,2.474,1.933,1.801,14.128,0.5045714285714286
253,Cape Verde,70,2019,2.523,1.59,1.508,2.408,2.474,1.933,1.775,14.211,0.5075357142857143
254,Cape Verde,70,2020,2.523,1.59,1.597,2.408,2.474,1.933,1.775,14.3,0.5107142857142858
255,Cape Verde,70,2021,2.523,1.59,1.597,2.408,2.474,1.933,1.775,14.3,0.5107142857142858
256,Central African Republic,71,2018,1.136,0.255,1.188,1.134,0.088,-0.454,-0.157,3.1899999999999995,0.1139285714285714
257,Central African Republic,71,2019,0.189,0.255,1.188,1.553,-0.064,-0.454,-0.157,2.5099999999999993,0.08964285714285712
258,Central African Republic,71,2020,1.112,0.407,1.188,1.124,0.227,-0.554,-0.025,3.4789999999999996,0.12424999999999999
259,Central African Republic,71,2021,0.745,0.203,2.342,1.688,-0.303,-0.036,-0.025,4.614,0.16478571428571429
260,Chile,72,2018,1.892,2.677,2.972,2.166,2.673,2.567,2.558,17.505000000000003,0.6251785714285715
261,Chile,72,2019,1.892,1.892,2.237,2.166,2.673,2.567,2.558,15.985,0.5708928571428571
262,Chile,72,2020,2.844,2.803,2.237,2.133,1.435,1.529,1.165,14.146,0.5052142857142857
263,Chile,72,2021,2.844,2.803,2.237,2.133,1.435,1.529,1.165,14.146,0.5052142857142857
264,Costa Rica,73,2018,2.648,2.53,2.959,2.102,2.234,1.361,2.228,16.062,0.5736428571428572
265,Costa Rica,73,2019,2.648,2.53,2.959,1.742,2.234,1.361,2.228,15.702000000000002,0.5607857142857143
266,Costa Rica,73,2020,2.648,2.53,2.959,1.964,2.234,1.361,2.228,15.924000000000001,0.5687142857142857
267,Costa Rica,73,2021,2.648,2.53,2.959,1.964,2.234,1.361,2.228,15.924000000000001,0.5687142857142857
268,Timor-Leste,74,2018,2.11,1.602,1.654,1.228,1.527,0.992,1.332,10.445,0.3730357142857143
269,Timor-Leste,74,2019,2.11,1.975,1.788,1.228,1.527,0.992,1.332,10.952000000000002,0.3911428571428572
270,Timor-Leste,74,2020,1.812,1.599,1.788,1.228,0.396,0.137,0.345,7.304999999999999,0.2608928571428571
271,Timor-Leste,74,2021,1.812,1.599,1.788,1.228,0.396,0.355,0.616,7.793999999999999,0.2783571428571428
272,Ecuador,75,2018,2.452,2.668,1.265,2.076,1.987,1.215,1.945,13.608,0.48600000000000004
273,Ecuador,75,2019,2.452,2.668,1.265,1.396,1.987,1.215,1.945,12.928,0.46171428571428574
274,Ecuador,75,2020,2.452,2.668,1.265,1.989,1.987,1.215,1.945,13.521,0.4828928571428572
275,Ecuador,75,2021,2.452,2.684,1.217,1.989,2.009,1.215,1.945,13.511000000000001,0.48253571428571435
276,France,76,2018,2.53,2.504,3.167,1.531,2.386,2.153,2.398,16.669000000000004,0.5953214285714287
277,France,76,2019,2.53,2.504,3.167,1.531,2.386,2.153,2.398,16.669000000000004,0.5953214285714287
278,France,76,2020,2.53,2.504,3.167,1.531,2.386,1.298,1.603,15.019000000000002,0.5363928571428572
279,France,76,2021,2.53,2.504,3.167,1.531,2.386,1.298,1.603,15.019000000000002,0.5363928571428572
280,Germany,77,2018,2.94,2.69,2.559,1.988,2.739,2.202,2.37,17.488,0.6245714285714286
281,Germany,77,2019,2.94,2.69,2.559,1.988,2.739,2.202,2.37,17.488,0.6245714285714286
282,Germany,77,2020,2.94,2.69,2.035,1.988,2.739,2.202,2.37,16.964,0.6058571428571428
283,Germany,77,2021,2.94,2.69,2.035,1.988,2.739,2.202,2.37,16.964,0.6058571428571428
284,Guatemala,78,2018,1.023,0.727,1.482,1.546,1.605,1.466,0.689,8.538,0.30492857142857144
285,Guatemala,78,2019,1.023,0.727,0.945,1.546,1.605,1.466,0.689,8.001,0.28575
286,Guatemala,78,2020,1.023,0.727,1.481,1.546,0.795,1.384,0.562,7.518,0.2685
287,Guatemala,78,2021,1.023,0.856,1.481,1.546,1.531,1.384,0.77,8.591,0.3068214285714285
288,Iran,79,2018,-0.065,-0.555,-0.819,-1.707,-0.673,0.937,-0.769,-3.651,-0.13039285714285714
289,Iran,79,2019,-0.065,-0.555,-0.926,-1.707,-0.673,0.937,-0.769,-3.758,-0.1342142857142857
290,Iran,79,2020,-0.065,-0.555,-0.926,-1.707,-0.673,0.937,-0.676,-3.665,-0.13089285714285714
291,Iran,79,2021,-0.065,-0.555,-0.928,-1.707,-0.673,0.937,-0.866,-3.8569999999999998,-0.13774999999999998
292,Iraq,80,2018,-0.343,-0.819,0.106,-0.481,0.733,0.812,-0.647,-0.6389999999999999,-0.02282142857142857
293,Iraq,80,2019,-0.343,-0.819,-0.146,-0.738,0.733,0.812,-0.647,-1.1479999999999997,-0.04099999999999999
294,Iraq,80,2020,-0.51,-0.939,-0.44,-0.945,0.775,0.174,-0.776,-2.6609999999999996,-0.09503571428571427
295,Iraq,80,2021,-0.51,-0.939,0.119,-0.945,0.775,0.174,-0.776,-2.1020000000000003,-0.07507142857142858
296,Ireland,81,2018,2.916,2.862,2.739,1.406,1.817,1.959,2.118,15.817,0.5648928571428572
297,Ireland,81,2019,2.916,2.862,2.739,1.406,2.245,1.959,2.118,16.244999999999997,0.5801785714285713
298,Ireland,81,2020,2.916,2.862,2.739,2.168,2.245,1.959,2.118,17.006999999999998,0.6073928571428571
299,Ireland,81,2021,2.916,2.862,2.739,2.168,2.245,1.959,1.25,16.139,0.5763928571428572
300,Italy,82,2018,2.673,3.235,2.581,2.164,2.699,1.668,2.599,17.619,0.62925
301,Italy,82,2019,2.673,3.235,2.05,2.164,2.699,2.258,2.599,17.678,0.6313571428571428
302,Italy,82,2020,2.673,2.719,1.933,2.164,1.623,1.269,1.3,13.681,0.48860714285714285
303,Italy,82,2021,2.673,2.796,1.933,2.164,1.563,1.103,1.3,13.532,0.48328571428571426
304,Jordan,83,2018,0.633,0.865,0.854,-0.119,0.97,1.006,-0.515,3.6939999999999995,0.13192857142857142
305,Jordan,83,2019,0.633,0.865,0.658,-0.119,0.97,1.294,-0.206,4.095,0.14625
306,Jordan,83,2020,0.581,0.865,0.353,-0.504,0.656,1.294,-0.206,3.039,0.10853571428571429
307,Jordan,83,2021,0.581,0.865,0.313,-0.504,0.967,1.521,-0.206,3.537,0.12632142857142856
308,Latvia,84,2018,2.839,2.77,2.437,2.187,2.086,1.916,2.435,16.669999999999998,0.5953571428571428
309,Latvia,84,2019,2.839,2.77,2.685,2.187,2.03,1.916,2.435,16.862,0.6022142857142857
310,Latvia,84,2020,2.839,2.77,2.685,2.187,2.03,1.916,2.435,16.862,0.6022142857142857
311,Latvia,84,2021,2.839,2.77,2.685,2.187,2.03,1.916,2.435,16.862,0.6022142857142857
312,Lesotho,85,2018,0.857,0.781,1.106,2.005,1.544,1.506,1.065,8.863999999999999,0.31657142857142856
313,Lesotho,85,2019,1.134,1.027,1.274,2.366,1.717,1.506,0.796,9.82,0.3507142857142857
314,Lesotho,85,2020,1.579,1.515,1.511,2.248,1.551,1.506,1.526,11.436,0.4084285714285714
315,Lesotho,85,2021,1.579,1.406,1.778,1.709,1.157,0.943,0.934,9.505999999999998,0.33949999999999997
316,Liberia,86,2018,1.376,1.448,1.481,1.02,2.443,1.798,1.378,10.943999999999999,0.39085714285714285
317,Liberia,86,2019,1.376,1.448,2.303,1.02,2.443,1.798,1.378,11.766,0.4202142857142857
318,Liberia,86,2020,2.206,2.261,2.303,1.02,2.443,1.798,1.378,13.409,0.4788928571428572
319,Liberia,86,2021,2.206,2.261,2.303,1.02,2.443,1.798,1.378,13.409,0.4788928571428572
320,Malawi,87,2018,1.551,1.117,1.341,1.582,1.978,1.153,1.294,10.016,0.3577142857142857
321,Malawi,87,2019,1.794,2.358,1.081,1.582,2.003,1.758,1.287,11.863,0.4236785714285714
322,Malawi,87,2020,1.794,1.266,1.413,1.706,2.069,1.859,1.404,11.511000000000001,0.4111071428571429
323,Malawi,87,2021,1.794,1.03,1.717,1.706,1.987,1.859,1.404,11.497,0.41060714285714284
324,Maldives,88,2018,0.148,-0.052,-0.872,-2.253,0.604,0.997,0.052,-1.376,-0.04914285714285714
325,Maldives,88,2019,2.035,1.779,1.094,-2.253,0.869,1.436,0.256,5.216,0.1862857142857143
326,Maldives,88,2020,2.035,1.945,1.391,-2.376,0.931,1.436,0.256,5.618,0.20064285714285715
327,Maldives,88,2021,2.035,1.575,1.391,-2.376,0.931,0.784,0.256,4.596000000000001,0.16414285714285717
328,Mongolia,89,2018,2.915,2.768,1.783,2.094,2.319,1.289,1.331,14.498999999999997,0.5178214285714284
329,Mongolia,89,2019,2.915,2.768,1.446,1.638,2.319,1.289,1.331,13.705999999999998,0.48949999999999994
330,Mongolia,89,2020,2.915,2.768,1.446,1.184,1.301,1.289,1.331,12.233999999999998,0.4369285714285714
331,Mongolia,89,2021,2.915,2.768,1.446,1.184,1.301,1.289,1.331,12.233999999999998,0.4369285714285714
332,Morocco,90,2018,1.072,1.017,0.465,-1.16,1.383,1.269,-0.62,3.426,0.12235714285714286
333,Morocco,90,2019,0.012,1.017,0.465,-1.16,1.383,1.269,-0.62,2.3659999999999997,0.08449999999999999
334,Morocco,90,2020,0.012,1.017,0.465,-1.16,1.383,1.269,-0.62,2.3659999999999997,0.08449999999999999
335,Morocco,90,2021,0.012,1.017,0.465,-1.16,1.383,1.269,-0.62,2.3659999999999997,0.08449999999999999
336,Netherlands,91,2018,2.267,2.507,2.337,2.421,1.638,2.076,1.807,15.053,0.5376071428571428
337,Netherlands,91,2019,2.267,1.847,1.798,2.421,1.638,2.076,2.362,14.409,0.5146071428571429
338,Netherlands,91,2020,2.267,2.094,1.798,2.421,1.638,1.195,2.362,13.775,0.49196428571428574
339,Netherlands,91,2021,2.267,1.784,1.798,2.421,1.638,1.195,1.533,12.636,0.45128571428571423
340,Panama,92,2018,1.257,1.588,2.346,2.103,1.384,0.583,1.896,11.157,0.3984642857142857
341,Panama,92,2019,1.326,1.169,2.346,2.103,1.384,0.583,1.896,10.807000000000002,0.3859642857142858
342,Panama,92,2020,1.326,1.169,2.346,2.103,1.384,0.583,1.896,10.807000000000002,0.3859642857142858
343,Panama,92,2021,2.103,1.929,2.608,2.103,1.384,0.583,1.896,12.606000000000002,0.4502142857142858
344,Papua New Guinea,93,2018,1.175,0.704,1.095,1.687,1.319,2.076,1.123,9.179,0.3278214285714286
345,Papua New Guinea,93,2019,1.175,1.328,1.095,1.687,1.319,2.076,1.123,9.802999999999999,0.35010714285714284
346,Papua New Guinea,93,2020,1.661,1.328,1.537,1.687,1.319,2.076,1.123,10.731,0.38325
347,Papua New Guinea,93,2021,1.661,1.328,1.537,1.687,0.759,2.076,0.548,9.596,0.3427142857142857
348,Qatar,94,2018,-1.108,-1.353,-0.408,-1.588,0.82,0.616,-1.748,-4.769000000000001,-0.1703214285714286
349,Qatar,94,2019,-1.334,-1.593,-0.408,-1.294,0.82,0.56,-1.748,-4.997,-0.17846428571428571
350,Qatar,94,2020,-1.23,-1.477,-0.596,-1.597,0.82,0.668,-1.748,-5.16,-0.1842857142857143
351,Qatar,94,2021,-1.714,-1.91,-1.229,-2.051,0.119,-0.087,-2.011,-8.883,-0.31725
